ID,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
seq1911,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,1.50,0.00,0.00,0.00, 
seq1912,0.00,1.22,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,0.00,1.00,1.40,1.00,0.00,0.00, 
seq1913,1.00,1.22,1.00,1.00,1.00,1.00,0.00,1.00,1.20,1.00,0.00,1.00,1.33,1.00,1.00,0.00,1.67,1.00,1.00,1.00, 
seq1914,1.00,1.22,1.00,1.00,1.00,1.00,0.00,1.00,1.29,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.50,1.00,0.00,0.00, 
seq1915,0.00,1.22,1.00,1.00,1.00,1.00,0.00,1.00,1.29,1.00,0.00,1.00,1.36,1.40,1.00,1.00,0.00,1.00,1.00,1.00, 
seq1916,1.00,1.22,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.33,1.00,0.00,0.00, 
seq1917,0.00,1.22,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.15,1.00,1.14,1.00,1.00,1.00,1.00,1.33, 
seq1918,1.50,1.00,1.00,1.00,1.00,1.50,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00, 
seq1919,1.00,1.00,1.44,1.00,1.00,1.00,1.00,1.29,1.00,1.18,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.17,0.00,1.00, 
seq1920,1.00,1.00,1.00,1.20,1.00,1.00,0.00,1.31,1.00,1.15,1.00,1.00,2.14,1.00,1.18,1.00,1.00,1.00,0.00,1.00, 
seq1921,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.40, 
seq1922,1.15,0.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.31,1.00,0.00,1.44,1.00,1.00,1.00,1.00,1.25,1.00,1.00, 
seq1923,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.83,1.00,1.18,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00, 
seq1924,1.00,0.00,1.29,1.18,1.00,1.00,1.00,1.00,1.00,1.14,1.00,1.00,1.40,1.00,1.62,1.00,1.00,1.00,1.00,1.00, 
seq1925,1.00,1.00,1.00,1.29,1.00,1.25,1.00,1.25,1.00,1.00,1.00,1.00,1.40,1.00,1.20,1.00,1.00,1.00,0.00,1.00, 
seq1926,1.00,0.00,1.00,1.29,1.00,1.29,0.00,1.25,1.33,1.00,1.00,1.00,0.00,1.00,1.22,1.40,0.00,1.24,1.00,1.00, 
seq1927,1.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.22,1.33,1.00,1.00,1.00,1.00,1.00, 
seq1928,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.20,1.00,1.00, 
seq1929,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.17,1.33,1.20,1.40,1.00,1.00,1.00,1.33,1.00,1.00,1.00,0.00,1.00, 
seq1930,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.25,1.00,1.00,2.82,1.00,1.18,1.00,1.00,1.62,0.00,1.00, 
seq1931,1.00,0.00,1.20,1.29,1.00,1.00,1.00,1.20,1.25,1.17,1.00,1.40,1.00,1.00,1.20,1.00,1.00,1.31,1.00,1.00, 
seq1932,1.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.22,2.00,1.00,1.29,1.00,1.67,1.00,1.00,1.00,1.00,1.00, 
seq1933,1.00,1.00,1.25,1.00,1.00,1.00,0.00,1.00,1.00,1.30,2.00,1.00,1.00,1.00,1.71,1.00,1.00,1.00,0.00,1.00, 
seq1934,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq1935,1.40,1.00,1.20,1.00,1.00,1.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.22,1.00,1.80,1.00,0.00,1.00, 
seq1936,1.00,1.00,1.00,1.14,1.00,1.00,1.00,1.25,1.00,1.15,1.00,1.00,1.00,1.00,1.31,1.00,1.00,1.00,0.00,1.00, 
seq1937,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.40,1.00,1.00,2.00,1.00,1.00,1.00,1.71,1.00,1.00,1.00,1.00,1.40, 
seq1938,1.00,1.00,1.29,1.29,1.00,1.00,1.00,1.00,1.25,1.18,1.00,1.00,1.50,1.00,1.80,1.00,1.00,1.00,1.00,1.00, 
seq1939,1.00,1.00,1.00,1.17,1.00,1.00,0.00,1.00,1.17,1.18,1.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1940,1.18,0.00,1.00,1.00,1.00,1.36,0.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.00,0.00,2.18,0.00,1.00, 
seq1941,1.15,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.00,1.47,1.00,0.00,1.00,1.00,1.29,1.50,1.33,1.00,1.00,1.00, 
seq1942,1.00,1.00,1.00,1.29,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.22,1.00,1.00,0.00,1.00, 
seq1943,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,1.67,1.00,1.00,1.00,1.71,1.00,1.00,1.00,1.00,1.00, 
seq1944,1.00,0.00,1.00,1.50,1.00,1.00,0.00,1.50,1.00,1.00,1.40,1.00,0.00,1.00,1.25,1.00,1.40,1.00,1.00,1.00, 
seq1945,1.00,0.00,1.00,1.22,1.00,1.00,0.00,1.00,1.00,1.17,1.00,1.00,1.40,1.00,1.22,1.00,1.00,1.59,1.00,1.00, 
seq1946,1.44,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67,1.00,1.00,1.00,1.00,1.00,1.25,1.20,1.00,1.00, 
seq1947,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.17,1.00,1.00,1.00,1.00,1.00,1.00,1.36,1.40,1.00,1.00,1.00,1.00, 
seq1948,1.20,0.00,1.00,1.00,1.00,1.50,0.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.31,1.00,1.00,1.64,0.00,1.00, 
seq1949,1.00,1.00,1.22,1.29,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.18,1.00,1.00,1.33,0.00,1.00, 
seq1950,1.00,1.00,1.00,1.62,1.00,1.00,1.00,1.00,1.15,1.00,1.67,1.00,1.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00, 
seq1951,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.20,1.00,1.00, 
seq1952,1.00,0.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.50,1.50,1.29,1.22,1.00,1.29,1.00,1.00,1.00, 
seq1953,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.18,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,0.00,1.00, 
seq1954,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.44,1.00,1.20,1.67,1.00,1.00,1.00,1.17,1.00,1.00,1.13,1.00,1.00, 
seq1955,1.00,1.00,1.00,1.22,1.00,1.33,1.00,1.00,1.00,1.29,1.67,1.00,1.00,1.00,1.27,1.00,1.00,1.00,1.00,1.00, 
seq1956,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.18,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.22,1.00,1.22,0.00,1.18, 
seq1957,1.00,0.00,1.00,1.17,1.00,1.00,1.00,1.46,1.40,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.57,1.00,1.00, 
seq1958,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1959,1.00,0.00,1.00,1.18,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.35,1.00,1.50,1.14,0.00,1.22, 
seq1960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.36,1.18,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq1961,1.00,1.40,1.00,0.00,1.00,1.83,1.00,0.00,1.00,1.00,1.00,0.00,1.25,1.00,1.00,1.00,1.00,1.29,0.00,1.00, 
seq1962,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.50,1.00,1.00,0.00,0.00, 
seq1963,1.00,1.18,1.00,1.25,1.00,1.31,1.00,1.00,1.18,1.00,0.00,1.00,1.20,1.00,1.00,1.89,1.00,1.00,1.00,1.00, 
seq1964,1.00,1.29,1.00,1.50,0.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1965,1.00,1.29,1.00,1.00,1.00,1.50,1.00,1.00,1.50,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00, 
seq1966,1.00,1.29,1.00,1.40,0.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
seq1967,1.00,1.29,1.00,1.33,1.00,1.00,1.00,1.00,1.53,1.00,0.00,1.40,1.00,1.67,1.00,1.00,1.00,1.00,0.00,1.00, 
seq1968,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00, 
seq1969,1.00,1.29,1.00,1.00,0.00,1.00,0.00,1.00,1.22,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.20,1.00,1.00,1.50, 
seq1970,0.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1971,1.00,0.00,1.00,1.00,1.50,1.89,0.00,1.00,1.25,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq1972,1.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,0.00,1.00,0.00,0.00, 
seq1973,1.17,1.00,1.29,1.33,1.00,1.00,1.00,1.00,1.00,1.36,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1974,1.29,1.29,1.57,1.29,1.00,1.00,0.00,1.00,1.00,1.31,1.00,1.00,1.00,1.00,1.31,1.00,1.00,1.00,0.00,1.00, 
seq1975,1.00,1.33,1.50,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,0.00,1.29,1.00,1.00,1.89,1.00,1.40,0.00,1.00, 
seq1976,1.00,1.29,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.40,1.00,1.00,1.00,0.00,1.00, 
seq1977,0.00,1.29,1.00,1.00,1.00,1.50,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.33,1.00,1.00,1.00,0.00,1.00, 
seq1978,0.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,0.00,0.00, 
seq1979,1.00,1.29,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.29,1.00,1.00,0.00,0.00,1.00, 
seq1980,1.00,1.29,0.00,1.00,0.00,1.00,1.00,1.50,1.36,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,2.00, 
seq1981,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.62,1.00,1.00,1.00,1.00, 
seq1982,1.00,1.29,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1983,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq1984,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1985,1.00,1.29,1.00,0.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1986,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.29,1.33,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,2.14, 
seq1987,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.33,1.00,0.00,1.00, 
seq1988,1.00,1.29,1.00,1.00,1.00,1.33,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.25,1.89,1.22,1.25,1.00,1.00,1.00, 
seq1989,1.00,0.00,0.00,1.00,2.00,1.00,0.00,1.00,1.40,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00, 
seq1990,0.00,0.00,0.00,0.00,1.00,1.40,0.00,1.00,1.00,1.29,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00, 
seq1991,1.00,0.00,1.33,3.22,1.00,1.25,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.29,1.00,1.00,1.40,1.00,0.00, 
seq1992,1.29,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.40,1.18,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq1993,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.33,0.00,1.33,1.00,1.00,1.00,1.00,1.00, 
seq1994,0.00,1.29,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq1995,1.00,0.00,1.00,1.44,1.29,1.00,0.00,1.00,1.36,1.22,0.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,0.00,1.00, 
seq1996,1.00,1.29,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.20,1.00,0.00,1.00,1.00,1.00, 
seq1997,1.00,1.00,1.00,1.33,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.40,1.00,0.00, 
seq1998,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.33,1.40,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1999,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.29,1.00,0.00, 
seq2000,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.25,1.67,1.00,1.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00, 
seq2001,1.20,1.50,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00, 
seq2002,1.80,1.50,1.40,1.77,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.22,1.00,1.17,1.00,1.00, 
seq2003,1.25,1.50,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,2.43,1.20,1.00,1.22,1.00,1.00, 
seq2004,1.40,1.00,1.89,1.53,1.29,1.00,0.00,1.40,1.29,1.95,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,0.00,0.00, 
seq2005,1.25,1.00,1.00,1.00,1.00,1.27,0.00,1.00,1.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.22,1.00,1.00, 
seq2006,0.00,1.29,1.00,0.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,0.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq2007,1.00,1.25,1.00,0.00,1.00,1.22,0.00,1.00,1.00,3.57,1.00,1.00,1.29,1.00,1.00,1.00,1.00,0.00,0.00,1.00, 
seq2008,1.00,1.25,0.00,1.00,1.00,1.40,1.00,1.00,1.00,1.80,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,0.00,0.00, 
seq2009,1.00,1.00,1.67,1.00,1.00,1.00,1.00,1.00,1.00,1.57,1.00,0.00,1.00,1.00,1.43,1.22,1.00,1.00,1.00,0.00, 
seq2010,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.33,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq2011,1.33,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00, 
seq2012,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.40,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq2013,1.40,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00, 
seq2014,1.33,0.00,1.00,1.00,1.00,1.00,1.00,1.25,1.33,1.00,1.00,1.00,1.00,1.50,0.00,1.00,1.00,1.00,0.00,0.00, 
seq2015,1.50,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.50,1.00,0.00,1.00,1.00,1.00,1.67,0.00,0.00,1.00,0.00,0.00, 
seq2016,1.40,1.00,1.00,0.00,1.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00, 
seq2017,1.29,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.29,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00, 
seq2018,1.00,1.00,1.00,0.00,0.00,1.25,1.00,1.00,0.00,1.40,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2019,1.50,1.00,1.50,0.00,1.00,1.00,1.00,0.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,0.00,1.00, 
seq2020,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.40,1.00,1.33,1.00,1.00,1.00,0.00,1.00,1.40,1.00,1.50,0.00,1.00, 
seq2021,1.20,1.00,1.00,1.00,1.33,1.00,0.00,1.00,1.00,1.57,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,0.00,1.00, 
seq2022,1.27,1.00,1.00,1.29,1.00,1.25,1.00,1.00,1.50,1.20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2023,1.77,1.00,1.00,0.00,1.00,1.46,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq2024,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00, 
seq2025,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.33,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00, 
seq2026,1.00,1.33,1.00,1.00,1.00,1.40,1.00,1.00,1.33,0.00,1.00,1.25,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00, 
seq2027,1.40,1.33,1.89,0.00,1.00,1.55,0.00,1.00,1.22,0.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.33, 
seq2028,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2029,1.00,1.29,1.00,1.00,0.00,1.40,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2030,1.00,1.29,1.00,0.00,1.40,1.00,1.00,1.00,1.00,1.00,0.00,1.50,1.00,1.00,1.29,1.67,1.00,0.00,0.00,1.00, 
seq2031,1.50,1.29,1.00,1.50,1.00,1.57,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2032,1.00,1.29,1.00,1.67,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.57,1.00,1.00,0.00,1.00, 
seq2033,1.00,1.29,0.00,1.00,1.00,1.40,1.00,1.00,1.50,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00, 
seq2034,1.00,1.25,1.00,1.00,1.00,1.33,1.00,1.00,1.40,1.40,1.00,1.25,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00, 
seq2035,1.67,1.29,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,2.38,1.00,0.00,1.00,0.00,1.00, 
seq2036,1.50,1.29,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.29,1.00,3.69,1.00,1.00,1.00,0.00,0.00, 
seq2037,1.00,1.00,1.00,0.00,1.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00, 
seq2038,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.25,1.00,0.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,0.00, 
seq2039,1.00,1.55,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.67,0.00,0.00,0.00, 
seq2040,1.00,1.00,1.00,1.22,1.00,1.00,1.33,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67,1.00,0.00,1.00, 
seq2041,0.00,1.29,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,0.00,0.00,1.00,0.00,1.22,0.00,1.00,1.00,0.00,1.00, 
seq2042,1.00,1.29,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,2.29,5.00,1.00,0.00,0.00,1.00, 
seq2043,1.00,1.00,0.00,1.67,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.33,1.00,1.00,0.00, 
seq2044,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.22,0.00,1.00,1.00,1.00,0.00,1.00,0.00, 
seq2045,1.00,1.29,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.33,0.00,1.50,1.00,1.00,1.00,0.00,1.00, 
seq2046,0.00,1.44,0.00,0.00,0.00,1.33,0.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2047,1.00,1.29,0.00,1.00,1.00,1.40,1.00,1.00,1.25,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00, 
seq2048,0.00,1.29,0.00,1.00,1.00,1.40,1.00,1.40,1.50,0.00,1.00,1.00,1.00,0.00,1.00,1.40,0.00,1.00,1.00,1.00, 
seq2049,1.00,1.29,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00, 
seq2050,1.00,1.29,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00,0.00,0.00,1.00, 
seq2051,1.00,1.25,0.00,1.00,1.50,1.29,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00, 
seq2052,1.00,1.29,0.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,0.00,1.00,1.40,0.00,1.00,0.00,0.00,1.00, 
seq2053,0.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,0.00,1.00,1.00,1.33,1.00,1.00,0.00,0.00,1.00, 
seq2054,1.00,1.29,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.40,1.00,1.00, 
seq2055,0.00,1.29,1.00,1.25,1.00,1.00,1.00,1.00,1.53,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.22,0.00,1.33, 
seq2056,1.00,1.29,0.00,1.00,1.00,1.50,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00,1.00, 
seq2057,1.00,1.25,1.00,1.40,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq2058,1.00,1.29,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,0.00,1.00,1.50,0.00,1.00, 
seq2059,0.00,1.29,1.40,1.00,1.00,1.00,1.00,1.00,1.80,1.67,0.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2060,1.00,1.33,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00,1.40,1.00,1.00,0.00,1.00, 
seq2061,1.00,1.22,1.00,1.00,1.00,1.00,0.00,0.00,1.29,1.57,1.00,0.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.50, 
seq2062,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2063,1.00,1.29,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.31,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00, 
seq2064,1.00,1.29,1.00,1.71,1.00,1.00,0.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,0.00,1.00, 
seq2065,1.00,1.29,1.00,1.29,1.00,1.36,1.00,1.00,1.00,2.04,1.00,0.00,1.00,1.00,1.00,1.00,1.20,1.00,0.00,1.00, 
seq2066,1.00,1.00,1.00,1.77,1.00,1.00,0.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,0.00,1.00, 
seq2067,0.00,1.55,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.67,1.00,0.00,0.00,0.00, 
seq2068,1.00,1.29,0.00,1.00,1.00,1.33,0.00,1.00,1.91,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2069,0.00,1.29,0.00,0.00,1.00,1.44,0.00,1.00,2.14,1.00,0.00,1.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
